3,27490,143905,21061,27490,126340,143905,128,40,0,242073600,304087040
7,35827,198141,20609,35827,125539,198141,128,40,0,261874688,325058560
0,33784,135226,21448,33784,93232,135226,128,40,0,256860160,310378496
6,47571,212122,21470,47571,109046,212122,128,40,0,300887552,356515840
2,31181,118551,20611,31181,93495,118551,128,40,0,245880320,322961408
1,25556,91581,20782,25556,81638,91581,128,40,0,230444544,281018368
4,57555,447834,21802,57555,215779,447834,128,40,0,346079232,402653184
5,43348,326555,21560,43348,152188,326555,128,40,0,297237504,343932928

6,583632,14776286,297214,583632,10913960,14776286,100,45,0,4463105536,5597298688
5,432519,13329470,314160,432519,11616946,13329470,100,45,0,4110909952,4697620480
2,460561,14120526,299150,460561,12113402,14120526,100,45,0,4140335616,4643094528
0,622676,22322993,315319,622676,16520851,22322993,100,46,0,5299501056,6266290176
3,522651,20231218,315326,522651,17210426,20231218,100,45,0,4933172736,5660213248
4,464954,13701627,297197,464954,12224203,13701627,100,47,0,4126995968,4620025856
7,454709,18240191,297987,454709,15802525,18240191,100,46,0,4486678528,5133828096
1,577523,21712390,312676,577523,17497092,21712390,100,46,0,5148146688,6249512960

4,165893,1182137,87201,165893,598005,1182137,300,2.0,0,1314124288,1751121920
6,204268,1853935,90123,204268,930701,1853935,300,2.0,0,1467094016,1939865600
7,178712,1834803,88601,178712,1098149,1834803,300,2.0,0,1402931712,1715470336
2,192920,1407709,86993,192920,697851,1407709,300,2.0,0,1381262336,1797259264
1,190418,2105561,87133,190418,1155419,2105561,300,2.0,0,1424722432,1864368128
3,227523,3747621,92293,227523,1560873,3747621,300,2.0,0,1660632064,2187329536
0,249561,2593437,92213,249561,1045227,2593437,300,2.0,0,1644418048,2174746624
5,231730,4158784,92290,231730,1939426,4158784,300,2.0,0,1706909696,2204106752

1,99987,11847891,28883,99987,7434465,11847891,602,41,0,1670469632,1975517184
3,151427,20444708,29412,151427,10702614,20444708,602,41,0,2520031744,3338665984
4,132151,14150326,29524,132151,6661740,14150326,602,41,0,1989144064,2181038080
2,101291,13797076,28398,101291,9764432,13797076,602,41,0,1831646720,2172649472
5,80440,13226578,28508,80440,10998312,13226578,602,41,0,1686017536,2191523840
0,63216,12268221,28271,63216,8591161,12268221,602,41,0,1479968256,1738539008
6,162869,24706771,29995,162869,10336295,24706771,602,41,0,2850945536,3619684352
7,150489,33777076,29974,150489,20990048,33777076,602,41,0,3594509824,4393533440

5,43348,326555,21560,43348,152188,326555,256,40,0,331335168,385875968
6,47571,212122,21470,47571,109046,212122,256,40,0,335811072,387973120
4,57555,447834,21802,57555,215779,447834,256,40,0,390759424,436207616
7,35827,198141,20609,35827,125539,198141,256,40,0,290599936,339738624
0,33784,135226,21448,33784,93232,135226,256,40,0,282770944,356515840
2,31181,118551,20611,31181,93495,118551,256,40,0,269456384,341835776
1,25556,91581,20782,25556,81638,91581,256,40,0,249248256,331350016
3,27490,143905,21061,27490,126340,143905,256,40,0,263518208,327155712

0,622676,22322993,315319,622676,16520851,22322993,200,46,0,5865069568,6603931648
3,522651,20231218,315326,522651,17210426,20231218,200,45,0,5449053696,6096420864
4,464954,13701627,297197,464954,12224203,13701627,200,47,0,4598621184,5117050880
1,577523,21712390,312676,577523,17497092,21712390,200,46,0,5688665088,6394216448
7,454709,18240191,297987,454709,15802525,18240191,200,46,0,4953937408,5440012288
5,432519,13329470,314160,432519,11616946,13329470,200,45,0,4561035264,4924112896
2,460561,14120526,299150,460561,12113402,14120526,200,45,0,4609902080,5150605312
6,583632,14776286,297214,583632,10913960,14776286,200,45,0,4988820992,5574230016

4,165893,1182137,87201,165893,598005,1182137,600,2.0,0,1523621376,2027945984
7,178712,1834803,88601,178712,1098149,1834803,600,2.0,0,1633375744,2147483648
0,249561,2593437,92213,249561,1045227,2593437,600,2.0,0,1936422400,2520776704
6,204268,1853935,90123,204268,930701,1853935,600,2.0,0,1720182784,2273312768
5,231730,4158784,92290,231730,1939426,4158784,600,2.0,0,2010352128,2514485248
2,192920,1407709,86993,192920,697851,1407709,600,2.0,0,1619046400,2160066560
1,190418,2105561,87133,190418,1155419,2105561,600,2.0,0,1672251392,2199912448
3,227523,3747621,92293,227523,1560873,3747621,600,2.0,0,1956097536,2485125120

2,101291,13797076,28398,101291,9764432,13797076,1204,41,0,1893967360,2315255808
1,99987,11847891,28883,99987,7434465,11847891,1204,41,0,1706971648,2195718144
5,80440,13226578,28508,80440,10998312,13226578,1204,41,0,1834555904,2191523840
4,132151,14150326,29524,132151,6661740,14150326,1204,41,0,1988958720,2397044736
0,63216,12268221,28271,63216,8591161,12268221,1204,41,0,1641467904,1822425088
6,162869,24706771,29995,162869,10336295,24706771,1204,41,0,2850635264,3682598912
3,151427,20444708,29412,151427,10702614,20444708,1204,41,0,2519769600,3399483392
7,150489,33777076,29974,150489,20990048,33777076,1204,41,0,3662336512,4613734400

1,25556,91581,20782,25556,81638,91581,128,40,0,343240704,419430400
0,33784,135226,21448,33784,93232,135226,128,40,0,402341888,446693376
2,31181,118551,20611,31181,93495,118551,128,40,0,385678848,452984832
7,35827,198141,20609,35827,125539,198141,128,40,0,421179904,465567744
4,57555,447834,21802,57555,215779,447834,128,40,0,598541312,637534208
6,47571,212122,21470,47571,109046,212122,128,40,0,504344064,549453824
3,27490,143905,21061,27490,126340,143905,128,40,0,368247808,411041792
5,43348,326555,21560,43348,152188,326555,128,40,0,486966784,515899392

1,190418,2105561,87133,190418,1155419,2105561,300,2.0,0,2692461568,2871001088
6,204268,1853935,90123,204268,930701,1853935,300,2.0,0,2809068032,3040870400
0,249561,2593437,92213,249561,1045227,2593437,300,2.0,0,3286286336,3435134976
5,231730,4158784,92290,231730,1939426,4158784,300,2.0,0,3313716736,3592421376
2,192920,1407709,86993,192920,697851,1407709,300,2.0,0,2631142912,2883584000
4,165893,1182137,87201,165893,598005,1182137,300,2.0,0,2385752576,2552233984
3,227523,3747621,92293,227523,1560873,3747621,300,2.0,0,3219147776,3485466624
7,178712,1834803,88601,178712,1098149,1834803,300,2.0,0,2589365760,2745171968

5,80440,13226578,28508,80440,10998312,13226578,602,41,0,2924643840,3191865344
2,101291,13797076,28398,101291,9764432,13797076,602,41,0,3156150272,3298820096
0,63216,12268221,28271,63216,8591161,12268221,602,41,0,2512241664,2877292544
1,99987,11847891,28883,99987,7434465,11847891,602,41,0,2857766400,3007315968
3,151427,20444708,29412,151427,10702614,20444708,602,41,0,4362732032,4672454656
4,132151,14150326,29524,132151,6661740,14150326,602,41,0,3398563328,3548381184
7,150489,33777076,29974,150489,20990048,33777076,602,41,0,6002136576,7014973440
6,162869,24706771,29995,162869,10336295,24706771,602,41,0,4833514496,5140119552

5,432519,13329470,314160,432519,11616946,13329470,100,45,0,6559925760,7144996864
2,460561,14120526,299150,460561,12113402,14120526,100,45,0,6696592896,7222591488
0,622676,22322993,315319,622676,16520851,22322993,100,46,0,8693328384,9644802048
4,464954,13701627,297197,464954,12224203,13701627,100,47,0,6697383936,7453278208
7,454709,18240191,297987,454709,15802525,18240191,100,46,0,7201022976,7866417152
1,577523,21712390,312676,577523,17497092,21712390,100,46,0,8394248704,8724152320
3,522651,20231218,315326,522651,17210426,20231218,100,45,0,7972197376,8524922880
6,583632,14776286,297214,583632,10913960,14776286,100,45,0,7412710912,8235515904

7,35827,198141,20609,35827,125539,198141,256,40,0,272366080,461373440
1,25556,91581,20782,25556,81638,91581,256,40,0,195407360,337641472
6,47571,212122,21470,47571,109046,212122,256,40,0,299152384,360710144
3,27490,143905,21061,27490,126340,143905,256,40,0,257055744,387973120
0,33784,135226,21448,33784,93232,135226,256,40,0,229083648,411041792
2,31181,118551,20611,31181,93495,118551,256,40,0,220018176,354418688
4,57555,447834,21802,57555,215779,447834,256,40,0,570097152,765460480
5,43348,326555,21560,43348,152188,326555,256,40,0,349142016,457179136

4,165893,1182137,87201,165893,598005,1182137,600,2.0,0,1738768384,1971322880
7,178712,1834803,88601,178712,1098149,1834803,600,2.0,0,2468915712,2696937472
6,204268,1853935,90123,204268,930701,1853935,600,2.0,0,2387941888,2675965952
2,192920,1407709,86993,192920,697851,1407709,600,2.0,0,1945951744,2237661184
3,227523,3747621,92293,227523,1560873,3747621,600,2.0,0,3993849856,4588568576
0,249561,2593437,92213,249561,1045227,2593437,600,2.0,0,2954142208,3271557120
1,190418,2105561,87133,190418,1155419,2105561,600,2.0,0,2666126336,2898264064
5,231730,4158784,92290,231730,1939426,4158784,600,2.0,0,4484088832,4999610368

1,99987,11847891,28883,99987,7434465,11847891,1204,41,0,12396224512,12729712640
4,132151,14150326,29524,132151,6661740,14150326,1204,41,0,13378144256,13927186432
2,101291,13797076,28398,101291,9764432,13797076,1204,41,0,15030567424,15502147584
6,162869,24706771,29995,162869,10336295,24706771,1204,41,0,22265557504,22749904896
5,80440,13226578,28508,80440,10998312,13226578,1204,41,0,15352404992,15690891264
7,150489,33777076,29974,150489,20990048,33777076,1204,41,0,34405971968,34919677952
3,151427,20444708,29412,151427,10702614,20444708,1204,41,0,19788278272,20237516800
0,63216,12268221,28271,63216,8591161,12268221,1204,41,0,13321231872,13623099392

0,622676,22322993,315319,622676,16520851,22322993,200,46,0,24856875520,27743223808
7,454709,18240191,297987,454709,15802525,18240191,200,46,0,21749079040,24077402112
5,432519,13329470,314160,432519,11616946,13329470,200,45,0,16213319680,17968398336
3,522651,20231218,315326,522651,17210426,20231218,200,45,0,23931470336,26673676288
6,583632,14776286,297214,583632,10913960,14776286,200,45,0,16747779072,18501074944
4,464954,13701627,297197,464954,12224203,13701627,200,47,0,16800886784,18949865472
1,577523,21712390,312676,577523,17497092,21712390,200,46,0,24999529472,27848081408
2,460561,14120526,299150,460561,12113402,14120526,200,45,0,17023064576,19295895552